sentiment,full_text
2,قاعده احاول احجز موعد من يومين بس طالع لي ان مافي مواعيد في كل مكان بالشرقيه ايش السوات لقاح كورونا
1,بعد تلقي اول جرعه من لقاح كورونا تفاعلات اللقاح ليست مقلقه الي درجه الرهبه بل شانها شان اي جسد يستقبل اي طعم غير معتاد عليه و لكن بالقوه والنبل ستكافح لاجلك
1,لقاح كورونا اللهم لك الحمد اخذته
1,الحمدلله اخذت الجرعه الاولي من لقاح كورونا واسال الله ان يجعله وقايه وعافيه
2,مسجله من زمااان يوم طلع لي موهل يقول عمرك غير مسموح طيب عمري ١٨ بالهجرياما الميلادي باقي ١٧ كنت متحمسه لقاح كورونا
2,الشكر الجزيل للجهود المبذوله من وزاراتنا الموقره بتاريخ اليوم والدتي ذهبت حتي تاخذ الجرعه الثانيه حسب الجدول الزمني لها من لقاح كورونا ولكن اخبروها في المركز الصحي بانه قد تم تاجيل الجرعه الي شهر مايو ٢٠٢١ السوال هو لماذا تم التاجيل مع جزيل الشكر والتقدير لقاح كورونا
2,السلام عليكم ممكن توضحلي الاماكن الي بتعطي لقاح فايزر بالرياض شكرا لقاح كورونا لقاح فايزر
1,لقاح كورونا خذ الخطوه شكرا لمملكتنا العظيمه
0,الثقه مهزوزه في كل ماهو عربيلو استطاعت مصر علي سبيل المثال انتاج لقاح كورونا هل راح نفكر في اخذ فايزر او المصري وقد يكون مكتشف فايزر مصطفي عالم مصري يحمل جنسيه امريكيه وصار اسمه ذا درش ربما يصرف اللقاح المصري لعامه لشعب العربي علي امل ان يموت الشعب وتحيا الحكومه
1,اللهم لك الحمد اليوم اخذت لقاح كورونا الجرعه الاولي في مستشفي الدرعيه اتكلم عن النفسيه الحلوه و لا الوجيه السمحه ولا
1,لقاح كورونا السعوديه الله يعز حكومتنا الحمدلله معروفين بالنظام و الخدمات الحلوه الحمدلله علي نعمه الوطن وعلي قيادته العظيمه
1,الحمدلله اخذت الجرعه الاولي من لقاح كورونا اليوم الاربعاء  اسال الله ان يجعله وقايه وعافيه الشكر الجزيل لقيا
1,الحمدلله اللهم اجعلها بردا وسلاما واجعلها تحصينا نافعا من هذا الوباء يارب لقاح كورونا
0,لقاح كورونا المفروض يخلونه تم التسليم من فريق الدفعه الاولي بسم الله علي
1,الحمدلله اخذت الجرعه الاولي من لقاح كورونا اليوم الاربعاء  اسال الله ان يجعله وقايه وعافيه الشكر الجزيل لقيادتنا الرشيده التي وضعت صحه المواطنين من ضمن اولوياتها والشكر موصول لطاقم العمل علي جميل الاستقبال ورقي التعامل وحسن التنظيم
1,الله يعزنا ولا يعز علينا في ضل حكم سبقنا دول في تنظيم جرعات لقاح كورونا والاكثر من ذلك حتي المقيم بالمجان
0,الحساسيه تزيد برجولي بشكل موطبيعي السالفه عناد لمااقتنعت واخذت موعد لقاح كورونا
1,راءي الشخصي بعد الاطلاع والتقييم العلمي يا جماعه الخير تري فايز مش احسن من استرازينيكالو كان استرازينيكا متوفر يوم ما اخذت لقاح كورونا كان اخذته
1,اخذت الجرعه الاولي وكلي فخر بالجهود اللي شفتها الحمدلله الذي اكرمني بهذا البلد لقاح كورونا
1,حقيقه وفقت لقاح كورونا وزاره الصحه
0,انتو متخيلين لقاح كورونا
1,الحمد لله لقاح كورونا وزاره الصحه
1,بالمناعه المجتمعيه نعود الي الحياه الطبيعيه باذن الله اليوم ولله الحمد والفضل والمنه اخذت الجرعه الثانيه من لقاح كورونا كل الشكر والتقدير لجهود وزاره الصحه وجميع منسوبيها شكرا لحكومتنا الغاليه المملكه العربيه السعوديه خذ الخطوه خذ اللقاح
1,اليوم الاربعاء ١٧ مارس ٢٠٢١مالحمدلله تم اخذ الجرعه الثانيه من لقاح كورونا لقاح فايزر قبل قليل والله يجعلها نافعه غير ضاره شكرا وزاره الصحه علي الترتيبات المميزه شكرا حكومتنا الرشيده والله يعزكم
1,وحجزت موعد لقاح كورونا
1,كل مشاعر الشكر لاتكفي لما شاهده اليوم تراحيب مسموعه من اقصي ارض المركز رقي التعامل التوجيه اللين الوجوه المشرقه بالسعاده الاطمءنان حتي اخر قدم وضعتها هناك صدقا نحن شعب القلب الواحد ارض المعارض لقاح كورونا المملكه العربيه السعوديه
1,كان العذر لغياب موعد عمل او اجتماع اكتشفت اني مخالط مصاب ب كورونا و لازم افحص الان الحمدلله اشعر بتعب من الجرعه الثانيه تعب الاخذ بالاسباب اخف علينا من السبب الاول لقاح كورونا
1,اللهم انفع به العباد نشكر وطننا الغالي علي الاهتمام والتنظيم الراءع لقاح كورونا
1,وتلقحنا الحمدالله لقاح كورونا
1,فمن تطوع خيرا فهو خير له الحمدلله انضميت لفريق تطوع تنظيم لقاح كورونا استشعرت ان مهنتنا عظيمه وانس
1,تم اخذ الجرعه الاولي من اللقاح الحمدلله  لقاح كورونا
1,لقاح كورونا سارعوا لاخذ هذا اللقاح فهو نعمه من نعم الله والكثير في العالم يتمناه ولا يجده
1,لقد حصلت علي لقاح كورونا بمركز اكور باور المدينه شي يدعو للفخر تنظيم ترتيب استقبال بابتسامه عمل احترافي باعلي الدرجات شكرا وطني
1,لقاح كوروناالحمد لله تم اخذ موعد لقاح كورونا نشكر القياده الحكيمه
2,للامانه لقاح كورونا الايراني هو الوحيد مع التركي الذي لم تسجل اي وفاه بعده او مضاعفات اخري خذه علي مسووليتك
1,الحمدلله اليوم حصلت علي الجرعه الاولي من لقاح كورونا الله يجعل فيه الخير والصحه والعافيه لكن شعوري لا يوصف فخر واعتزاز وامتنان لوطني الغالي وحكومتنا الرشيده شكرا من القلب لاخواني واخواتي السعوديين فخوره فيكم بشاشه تعاون تعاطف تنظيم ابتسااامه شكرا وزاره الصحه
